ID , ancient_name , present_name , alternative_name , aqueduct_name
947 ,PINNA VESTIORUM ,Penne ,,
300 ,PIRAEUS ,Piraeus ,PEIRAIEUS ,
416 ,PISAE ,Pisa ,CALIDAE AQUAE, ad Caldaccoli ,
417 ,PISAURUM ,Pésaro ,,
883 ,PISTORIA ,Pistoia ,,
845 ,PITINUM MERGENS ,Acqualagna ,,
1233 ,PITINUM PISAURENSE ,Macerata Feltria ,,
1370 ,PITYUS ,Pitsunda ,Пиҵунда, ბიჭვინთა, Пицунда ,
825 ,PLATAEA ,,PLATEIA ,
525 ,POETOVIO ,Ptuj ,Ptujr ,
1272 ,POETOVIO ,Ptuj ,Ptujr ,
81 ,POLA ,Pula ,PIETAS JULIA ,
1024 ,POLIRRENIA ,,,
418 ,POLLENTIA ,Pollenzo ,,meridionale
948 ,POLLENTIA ,Pollenzo ,,settentrionale
419 ,POMPEII ,Pompeii ,,
698 ,POMPEIOPOLIS ,Viransehir ,,
117 ,PONS AERARIUS ,Bellegarde ,Costières du Gard ,
420 ,PONTIAE ,Isola di Ponza ,,
1093 ,POROLISSUM ,Moigrad ,,
422 ,PORTUS ,Fiumicio ,Porto ,
1169 ,PORTUS PISANUS ,,,
1094 ,POTAISSA ,Turda, Copăceni ,,
916 ,POTENTIA ,Potenza ,,
412 ,PRAENESTE ,Palestrina ,,
1319 ,PRAESIDIUM ,Qasr el Feifeh, Zoara ,,
699 ,PRIENE ,Güllübahce ,MANISA ,
949 ,PROLAQUAEUM ,Pioraco ,,
700 ,PRUSIAS AD HYPIUM ,Konuralp ,,
701 ,PRYMNESSOS ,Sülün ,,
500 ,PTOLEMAIS ,Tolmeta ,,
1288 ,PUTEOLI ,Pozzuoli ,,First Campanian aqueduct
423 ,PUTEOLI ,Pozzuoli ,,Second Campanian aqueduct
424 ,PYRGI ,San Severa ,,
304 ,PYTHAGORION ,Tigani ,,Eupalinos
305 ,PYTHAGORION ,Tigani ,,
338 ,QUMRAN ,Qumran ,,
27 ,RAPIDUM ,Sour Djouab ,,south aqueduct
981 ,RAPIDUM ,Sour Djouab ,,east aqueduct
753 ,RATAE ,Leicester ,,
69 ,RATIARIA ,Archar ,,
425 ,RAVENNA ,Ravenna ,,
884 ,REGIUM ,Reggio di Calabria ,,
426 ,REGIUM LEPIDUM ,Reggio Emilia ,FORUM REGIUM LEPIDI ,
980 ,REPULICA ,Sigus ,Oum El Bouaghi ,
702 ,RHODIAPOLIS ,Kumluca ,RHODIA ,
301 ,RHODOS ,Rhodos ,,
703 ,RHOSOS ,Uluçinar ,Arsuz ,
1117 ,RISINIUM ,Risen ,,
817 ,ROMA ,,,Aqua Neroniana - Arcus Caelimontani
1130 ,ROMA ,Roma - general information ,,
903 ,ROMA ,Roma ,,Aqua Antoniana
429 ,ROMA ,Roma ,Rome ,Aqua Appia
430 ,ROMA ,Roma ,Rome ,Aqua Anio Vetus
431 ,ROMA ,Roma ,Rome ,Aqua Marcia
432 ,ROMA ,Roma ,Rome ,Aqua Tepula
433 ,ROMA ,Roma ,Rome ,Aqua Julia
434 ,ROMA ,Roma ,Rome ,Aqua Virgo, Aqua Vergine
435 ,ROMA ,Roma ,Rome ,Aqua Alsietina / Aqua Augusta
436 ,ROMA ,Roma ,Rome ,Aqua Claudia
437 ,ROMA ,Roma ,Rome ,Aqua Anio Novus, Aqua Aniena Nova
438 ,ROMA ,Roma ,Rome ,Aqua Traiana
439 ,ROMA ,Roma ,Rome ,AQUA ALEXANDRINA
1263 ,ROMA ,Roma ,,Ductus Octavianus
1264 ,ROMA ,Roma ,,Arcus Neroniani
1265 ,ROMA ,Roma ,,Acquedotto Domiziano
1266 ,ROMA ,Roma ,,Rivus Herculaneus
1269 ,ROMA ,Roma ,,Diramazione ai Trofei di Mario
520 ,ROMULA ,Resca ,,
193 ,ROTOMAGUS ,Rouen ,,
950 ,RUFRAE ,Castello di Presenzano, San Felice ,Presenzano ,
28 ,RUSAZUS ,Azeffoun ,Ain Tolba ,
29 ,RUSGUNIAE ,Cap Matifou ,Tementfoust ,
1107 ,RUSICADE ,Ras Skikda ,Philipeville, THAPSUS, TAPSA, RUSICADA ,Beni Melek
859 ,SABRA ,Sabra ,,
501 ,SABRATHA ,,ABRATONUM ,
704 ,SAGALASSOS ,Sagalassos ,,
705 ,SAGALASSOS ,Sagalassos ,,
706 ,SAGALASSOS ,Sagalassos ,,
707 ,SAGALASSOS ,Sagalassos ,,
568 ,SAGUNTUM ,Sagunto ,ARSE ,
1352 ,SALA ,Chellah ,شالة ,
510 ,SALACIA ,Alcácer do Sal ,URBS IMPERATORA ,
89 ,SALAMIS ,Famagusta ,,
7 ,SALDAE ,Bejaia ,COLONIA JULIA AUGUSTA SALDANTIUM, Bougie ,Djebel Toudja
1003 ,SALDUBA (?) ,Estepona ,,
563 ,SALIONKA ,Poza de la Sal ,Cerro del Milagro ,
866 ,SALONA ,Solin ,,
340 ,SAMARIA ,Sebaste ,,
103 ,SAMAROBRIVA AMBIANORUM ,Amiens ,,
709 ,SAMOSATA ,Samsat ,,
302 ,SAMOTHRACE ,Paleopolis ,SAMOTRACE ,
708 ,SARDIS ,Salihli ,,
961 ,SARMIZEGETUSA ,,COLONIA DACIA SARMIZEGETUSA ,
1025 ,SASSINA ,Sarsina ,SARSINA ,
30 ,SATAFIS ,Périgotville ,,
960 ,SATALA ,Sadak ,,
310 ,SAVARIA ,Szombathely ,Steinamang ,
82 ,SCARDONA ,Skradin ,,
1285 ,SCOLACIUM ,Squillace ,,Borgia
921 ,SCOLACIUM ,Squillace ,,southern aqueduct
1087 ,SCUPI ,Skoplje ,,
1045 ,SEBASTAPOLIS ,Kızılca - Tavas ,,
882 ,SEBATUM ,St Lorenzen ,,
569 ,SEGISANO ,Sasamòn ,,
567 ,SEGOBRIGA ,Saelices ,Cabeza de Griego ,
191 ,SEGODUNUM ,Rodez ,,
731 ,SEGONTIUM ,Caernarfon ,,
570 ,SEGOVIA ,Segovia ,,
451 ,SEGUSIO ,Susa ,,
712 ,SELEUCEIA PIERIA ,Çevlik ,SELEUKEIA ,
711 ,SELEUCIA AD CALYCADNUM ,Silifke ,,
1280 ,SELGE ,Zerk ,,
713 ,SELGE ,Zerk ,,
714 ,SELINOUS ,Kale Tepe ,,
440 ,SELINUS ,Selinunte ,,
1088 ,SENIA ,Senj ,,
857 ,SENNABRIS ,Beth Yerah ,Al-Sinnabra, PHILOTERIA, SINNABRAY, SINN ,
1164 ,SENONAS (?) ,Senon ,,
314 ,SEPPHORIS ,Tzippori ,DIOCAESAREA ,
538 ,SEPTEM FRATRES ,Ceuta ,,
70 ,SERDICA ,Sofia ,,
1062 ,SERMANICOMAGUS ,Les Bouchauds ,,
798 ,SESTINUM ,Lucca ,,
799 ,SESTINUM ,Sestino ,,
526 ,SEXI ,Almuñécar ,MUNICIPUM SEXI FIRMUM JULIUM ,
1029 ,SHIVTA ,Shivta ,שבטה‎ , شبطا ,
617 ,SIAGU ,Ksar ez Zit ,,
618 ,SIAGU ,Ksar ez Zit ,,
619 ,SIAGU ,Ksar ez Zit ,,
772 ,SICCA VENERIA ,El Kef ,,
271 ,SICYON ,Vasiliko ,SIKYON, DEMETRIAS ,
272 ,SICYON ,Vasiliko ,SIKYON, DEMETRIAS ,
715 ,SIDE ,Selimiye ,,
33 ,SIGA ,Takembrit ,SIGUS ,
847 ,SILVIUM ,Gravina di Puglia ,,
85 ,SILVO ,Salvore ,Savudrija ,
607 ,SIMITTHUS ,Chemtou ,SIMITTU ,
860 ,SINGA ,,SUGGA ,
1078 ,SINGIDUNUM ,Beograd ,,
1000 ,SINGILIA BARBA ,Antequera ,,
716 ,SINOPE ,Sinop ,,Ak Punár
951 ,SINUESSA ,Mondragone ,,
1076 ,SIRMIUM ,Sremska Mitrovica ,,
83 ,SISCIA ,Sisak ,SEGESTICA ,
984 ,SITIFIS ,Setif ,,
717 ,SMYRNA ,Izmir ,,Kara Pınar, Olympus
718 ,SMYRNA ,Izmir ,,Akpınar, Aqua Traiana
1242 ,SMYRNA ,Izmir ,,Buca su yolları
1243 ,SMYRNA ,Izmir ,,Buca-Vezirağa suyolu
1244 ,SMYRNA ,Izmir ,,Kozağaç-Osmanağa su yolu
1245 ,SMYRNA ,Izmir ,,Halkapınar-Kapancıoğlu su yolu
603 ,SOADA ,Suweda ,DIONYSIAS ,
95 ,SOLOI ,Xeros ,,
1090 ,SOPIANAE ,Pecs ,,
442 ,SORA ,Sora ,,
84 ,SPALATUM ,Split ,,
303 ,SPARTA ,Sparti ,,
447 ,SPOLETIUM ,Spoleto ,,
1091 ,STOBI ,Gradsko ,,
662 ,STRATONICEA ,Siledik ,HADRIANI, HADRIANOPOLIS ,
1043 ,STRATONIKEIA ,Eskihisar ,,
1248 ,STRYMI ,,,
624 ,SUA ,Chaouach ,,
448 ,SUESSA AURUNCA ,Sessa Aurunca ,,
978 ,SUFASAR ,Amoura ,ain Tolba ,
622 ,SUFES ,Henchir Sbiba ,,
625 ,SUFETULA ,Sbeitla ,,
449 ,SULMO ,Sulmona ,,
450 ,SULMO ,Sulmona ,,
256 ,SUMELOCENNA ,Rottenburg ,,
564 ,SUMMUS PYRENEUS ,Puerto del Palo ,,
565 ,SUMMUS PYRENEUS ,Puerto del Palo ,,
952 ,SUPERAEQUUM ,Castelvecchio Subequo ,SUPEREQUUM ,
443 ,SURRENTUM ,Sorrento ,,acquedotto del Formiello
444 ,SURRENTUM ,Sorrento ,,acquedotto Rio della Conca
1240 ,SURRENTUM ,Sorrento ,,acquedotto della Neffola
441 ,SUTRIUM ,Sutri ,,
1192 ,SYIA ,,,
452 ,SYRACUSAE ,Siracusa ,,Galermi
453 ,SYRACUSAE ,Siracusa ,,Paradiso
454 ,SYRACUSAE ,Siracusa ,,Ninfeo
1224 ,SYRACUSAE ,Siracusa ,,Tremilia
1040 ,TABAE ,Kale ,TABAI ,
1080 ,TALIATA ,Veliki Gradac ,,
1226 ,TAMUDA ,,,
830 ,TARENTUM ,Taranto ,NEPTUNIA ,Triglio
850 ,TARENTUM ,Taranto ,NEPTUNIA ,Saturo
306 ,TARRA ,Agio Roumeli ,TARRHA ,
579 ,TARRACA (?) ,Los Bañales de Uncastillo ,Val de Bañales ,Acueducto de Sádaba, Val de Bañales
459 ,TARRACINA ,Terracina ,ANXUR ,san Lorenzo
1251 ,TARRACINA ,Terracina ,ANXUR ,eastern aqueduct
573 ,TARRACO ,Tarragona ,,acueducto de Francoli
990 ,TARRACO ,Tarragona ,,aqueducto de Gaia
1023 ,TARRACO ,Tarragona ,,centcelles ?
790 ,TAURINUM ,Torino ,,
779 ,TAUROENTUM ,Le Brusc ,TAUROIS ,
455 ,TAUROMENIUM ,Taormina ,,Petralia
456 ,TAUROMENIUM ,Taormina ,,Mongiuffi
953 ,TEANUM ,Teano ,,
457 ,TEATE MARRUCINORUM ,Chieti ,,
1378 ,TEIOS ,Filyos ,,
954 ,TELESIA ,Telese ,,
839 ,TEMPLUM DIANAE NEMORENSIS ,Nemi ,,
71 ,TEMPLUM IOVIS ,Obzor ,,
837 ,TERGESTE ,Trieste ,,acquedotto di San Giovanni di Guardiella
470 ,TERGESTE ,Trieste ,,acquedotto di Bagnoli, Val Rosandra
471 ,TERGESTE ,Trieste, San Dorligo della Valle ,,
575 ,TERMES ,Tiermes ,,
719 ,TERMESSOS ,Güllük Dağ ,,
1388 ,THAGURA ,Taoura ,,
875 ,THAMASCANI ,Kherbet Zembia ,,
39 ,THAMUGADI ,Timgad ,,Ain Morri
1098 ,THAMUGADI ,Timgad ,,Aqua Paludensis
1387 ,THAMUSIDA ,Kénitra ,,
32 ,THAPSUS ,Ras Skikda ,Philipville, RUSICADE ,Ain Roumane
460 ,THARROS ,San Giovanni di Sini ,,
1371 ,THELEPTE ,Feriana ,RUSPE, تلابت ,
458 ,THERMAE HIMERAE ,Termini Imerese ,,AQUA CORNELIA
1132 ,THESSALONIKE ,Thessalonike ,,
36 ,THEVESTE ,Tébessa ,,
1147 ,THIBAR ,Henchir Amamet ,,
906 ,THIGNICA ,Aïn Tounga ,,
35 ,THUBUNAE ,Tobna ,,
626 ,THUBURBI MINUS ,Tebourba ,,
1113 ,THUBURBO MAIUS ,,,
976 ,THUBURNICA ,Henchir-Sidi Ali bel Gassem ,,Thuburnica1
977 ,THUBURNICA ,Henchir-Sidi Ali bel Gassem ,,western aqueduct
37 ,THUBURSICUM NUMIDARUM ,Khemissa ,THUBURNICA, Tabarsic ,
1108 ,THUGGA ,Dougga ,,Ain Mizeb
627 ,THUGGA ,Dougga ,,Ain el Hamman
461 ,THURRII ,Thurio ,COPIA ,
721 ,THYATEIRA ,Akhisar ,,
610 ,THYSDRUS ,El Djem ,,
341 ,TIBERIAS ,Tiberias ,,Bereniki
462 ,TIBUR ,Tivoli ,,
955 ,TIFERNUM TIBERINUM ,Città di Castello ,,
34 ,TIGAVA MUNICIPIUM ,El Kherba ,Ksar Soltane ,
51 ,TILURIUM ,Gardum ,,
1144 ,TINGI ,Henchir Tengar ,,
1351 ,TINGIS ,Tanger ,Tanja, طنجة ,
41 ,TIPASA ,Tipasa ,,
1296 ,TOCOLOSIDA ,,,
576 ,TOLETUM ,Toledo ,,
1318 ,TOLOANA ,Qasr et-Telah ,,
209 ,TOLOSA ,Toulouse ,,Lardenne, aqueduc de la Reine Pédauque
210 ,TOLOSA ,Toulouse ,,Guilheméry
519 ,TOMIS ,Constanta ,,
722 ,TRALLES ,Aydin ,SELEUCEIA AD MAEANDRUM ,
723 ,TRAPEZOPOLIS ,Boli - Babadag ,Seine ,
469 ,TREA ,Treia ,,
887 ,TREBULA BALLIENSIS ,Treglia ,TREBULA BALLINIENSIS ,
832 ,TRIDENTUM ,Trento ,,
724 ,TRIPOLIS AD MEANDRUM ,near Yenice ,,
518 ,TROPAEUM TRAIANI ,Adamclisi ,,
1168 ,TROPHAEUM AUGUSTI ,La Turbie ,,
1187 ,TROYZEN ,Troezen ,TROIZEN ,
38 ,TUBUSUPTU ,Tiklat ,TUBUSUCTU ,southern aqueduct
855 ,TUBUSUPTU ,Tiklat ,,northern Aqueduct
466 ,TUDER ,Todi ,,
967 ,TUFICUM ,Borgo Tufico ,,
574 ,TURIASO ,Los Fayos Tarazona ,,
50 ,TURNACUM ,Doornik ,Tournai ,
421 ,TURRIS LIBISONIS ,Porto Torres ,,
472 ,TUSCULUM ,Tuscolo ,,Cunicoli della fontana di Q. Cielo e M.
725 ,TYANA ,Kemerhisar ,,Kemer
495 ,TYRUS ,Tyre ,PALAI TYRUS ,
801 ,UCUBI ,Espejo ,COLONIA CLARITAS IULIA UCUBI ,
858 ,UGARIT ,Ras Shamra ,,
1206 ,ULPIA BIZYE ,Vize ,,
1354 ,ULPIANA ,Gračanica ,IUSTINIANA SECUNDA ,
1369 ,ULPIANA ,Gračanica ,,
539 ,unknown ,Chelva ,Peña Cortada ,Acueducto de Peña Cortada
1341 ,unknown ,shuni ,Ramat Hanadiv ,later aqueduct
835 ,unknown ,Manocalzati ,,
894 ,unknown ,El Harif ,,
200 ,unknown ,Sauve ,,
969 ,unknown ,Corchiano ,,
527 ,URBIACA (?) ,Cella ,,Albarracin -Cella
846 ,URBS SALVIA ,Urbisaglia ,,
1019 ,URBS VETUS ,Orvieto ,,
844 ,URVINUM METAURENSE ,Urbino ,,
956 ,URVINUM METAURENSE ,Urbino ,,
915 ,UTHINA ,Oudhna ,,
874 ,UTICA ,Henchir bou Chateur ,,
1283 ,UXAMA ,Cerro del Castro, Burgo de Osma ,ARGAELA ,acueducto del norte
581 ,UXAMA ,Cerro del Castro ,ARGAELA ,acueducto oriental
756 ,UXELODUNUM ,Stanwix ,UXELODUM ,
957 ,VADA SABATIA ,Vado Ligure ,,
785 ,VALENTIA ,Valence ,,
582 ,VALENTIA ,Valencia de Alcántara ,,
971 ,VALENTIA ,Valencia ,,
1338 ,VALERIA ,Valera de Arriba ,,
131 ,VALLIS CLAUSA ,Fontaine de Vaucluse ,Cavaillon ,
215 ,VASIO ,Vaison la Romaine ,,Sante Croix
216 ,VASIO ,Vaison la Romaine ,,Grosseau
1101 ,VEGESALA ,Ksar el Kelb ,,
473 ,VEII ,Veio ,,
922 ,VELIA ,Ascea Marina ,ELEA ,
474 ,VELITRAE ,Velletri - Incudini ,,
475 ,VENAFRUM ,Venafro ,,
758 ,VENTA ,Winchester ,,
733 ,VENTA ICENORUM ,Caistor by Norwich ,,
732 ,VENTA SILURUM ,Caerwent ,,
477 ,VENUSIA ,Venosa ,,
42 ,VERECUNDA ,Markouns ,,
998 ,VERGILIA ,Huelma, Jaén ,,
1074 ,VERONA ,Verona ,,Parona aqueduct
831 ,VERONA ,Verona ,,eastern aqueduct
119 ,VESONTIO ,Besançon ,,
803 ,VESUNNA ,Périgueux ,,aqueduct le Toulon
804 ,VESUNNA ,Périgueux ,,de la Boissiere or Jameau
184 ,VESUNNA ,Périgueux ,,Grand Font
260 ,VETERA ,Xanten ,,
849 ,VIBINUM ,Bovino ,,
231 ,VICANI VENETONIMAGENSES ,Vieu en Valromy ,,
479 ,VICETIA ,Vicenza ,,
751 ,VICTORIA (?) ,Inchtuthill ,,
1018 ,VICUS AQUENSIS ,Bagnères de Bigorre ,,
254 ,VICUS AURELIANUS ,Öhringen ,,Aqua Alexandriana
220 ,VIENNA ,Vienne ,,Gère
221 ,VIENNA ,Vienne ,,
222 ,VIENNA ,Vienne ,,
223 ,VIENNA ,Vienne ,,
224 ,VIENNA ,Vienne ,,
225 ,VIENNA ,Vienne ,,
226 ,VIENNA ,Vienne ,,
227 ,VIENNA ,Vienne ,,
228 ,VIENNA ,Vienne ,,
229 ,VIENNA ,Vienne ,,
230 ,VIENNA ,Vienne ,,
1075 ,VIMINACIUM ,Stari Kostalac ,,
45 ,VINDOBONA ,Wien ,,
1034 ,VINDONISSA ,Windisch ,,Birrfeld aqueduct
596 ,VINDONISSA ,Windisch ,,Hausen aqueduct
1333 ,VINDUNUM ,Le Mans ,VINDINUM, SUIDINUM, SUBDINNUM ,Monnet
162 ,VINDUNUM ,Le Mans ,VINDINUM, SUIDINUM, SUBDINNUM ,Monnet
163 ,VINDUNUM ,Le Mans ,VINDINUM, SUIDINUM, SUBDINNUM ,Fontenelles
164 ,VINDUNUM ,Le Mans ,VINDINUM, SUIDINUM, SUBDINNUM , CIVITAS ,d'Isaac 1
964 ,VINDUNUM ,Le Mans ,VINDINUM, SUIDINUM, SUBDINNUM ,aqueduc de l’ Hopiteau
965 ,VINDUNUM ,Le Mans ,VINDINUM, SUIDINUM, SUBDINNUM ,de la Motte
1252 ,VINDUNUM ,Le Mans ,VINDINUM, SUIDINUM, SUBDINNUM ,d'Isaac 2
759 ,VIROCONIUM ,Wroxeter ,,
1381 ,VIROSIDUM ,Bough by Bainbridge ,,
958 ,VOLSINII ,Bolsena ,,
1111 ,VOLUBILIS ,Ksar Pharaoun ,,post-rampart
505 ,VOLUBILIS ,Ksar Pharaoun ,,southern aqueduct
506 ,VOLUBILIS ,Ksar Pharaoun ,,
130 ,VORGIUM ,Carhaix ,,
482 ,VULCI ,near Montalto di Castro ,,
902 ,XANTHOS ,Kınık ,,
43 ,ZABI ,Bechilga ,JUSTINIANA ,
1136 ,ZAGURAE ,Ain Sinu ,,
628 ,ZAMA MAIOR ,Jama ,,western aqueduct
1249 ,ZAMA MAIOR ,Jama ,,eastern aqueduct
726 ,ZEUGMA ,Belkis ,,
833 ,ZILIL ,Dchar Jdid ,IULIA CONSTANTIA ZILIL, ZILIS ,
820 ,ZONE ,,,
1227 ,ZUCCHABAR ,Miliana ,ZUCCABAR ,
